timestamp,symbol,side,price,size,reason,realized_pnl
2024-01-08T18:00:00+00:00,BTC-USD,buy,46931.58984375,0.07439019244017661,"Trend up (mom=0.98%, rsi=86.7)",
2024-01-09T08:00:00+00:00,BTC-USD,sell,46567.66015625,0.07439019244017661,rsi_exit,-27.072799487818337
2024-01-09T15:00:00+00:00,BTC-USD,buy,46886.4296875,0.07426025466398584,"Trend up (mom=2.27%, rsi=56.7)",
2024-01-09T21:00:00+00:00,BTC-USD,sell,45528.08203125,0.07426025466398584,"stop_loss,rsi_exit",-100.87124287535329
2024-01-11T02:00:00+00:00,BTC-USD,buy,46597.34375,0.07396519326726553,"Trend up (mom=0.82%, rsi=69.3)",
2024-01-11T14:00:00+00:00,BTC-USD,sell,48712.9609375,0.07396519326726553,take_profit,156.48203415298624
2024-01-26T16:00:00+00:00,BTC-USD,buy,41957.8984375,0.08344586971149152,"Trend up (mom=0.82%, rsi=80.4)",
2024-01-27T06:00:00+00:00,BTC-USD,sell,41719.5703125,0.08344586971149152,rsi_exit,-19.887497667334067
2024-01-27T19:00:00+00:00,BTC-USD,buy,41915.40625,0.08336481538361593,"Trend up (mom=1.46%, rsi=58.5)",
2024-01-28T04:00:00+00:00,BTC-USD,sell,42727.4609375,0.08336481538361593,take_profit,67.69678910483742
2024-01-28T06:00:00+00:00,BTC-USD,buy,42409.19921875,0.08295145416708075,"Trend up (mom=1.58%, rsi=68.0)",
2024-01-28T18:00:00+00:00,BTC-USD,sell,41989.828125,0.08295145416708075,"stop_loss,rsi_exit",-34.78744206220165
2024-01-29T09:00:00+00:00,BTC-USD,buy,42260.33203125,0.0829562715445394,"Trend up (mom=0.80%, rsi=65.8)",
2024-01-29T16:00:00+00:00,BTC-USD,sell,43169.67578125,0.0829562715445394,take_profit,75.43576705232975
2024-01-29T18:00:00+00:00,BTC-USD,buy,43026.4765625,0.08209122321666787,"Trend up (mom=0.95%, rsi=67.5)",
2024-01-30T02:00:00+00:00,BTC-USD,sell,43621.71875,0.08209122321666787,take_profit,48.86415928204017
2024-01-30T04:00:00+00:00,BTC-USD,buy,43416.4296875,0.08174683678216159,"Trend up (mom=1.47%, rsi=78.7)",
2024-01-30T16:00:00+00:00,BTC-USD,sell,43488.3828125,0.08174683678216159,rsi_exit,5.88194036534147
2024-01-30T19:00:00+00:00,BTC-USD,buy,43534.57421875,0.08157216160917062,"Trend up (mom=1.41%, rsi=57.3)",
2024-01-30T23:00:00+00:00,BTC-USD,sell,42941.28125,0.08157216160917062,"stop_loss,rsi_exit",-48.39618992845961
2024-02-08T00:00:00+00:00,BTC-USD,buy,44643.0234375,0.07916831638649102,"Trend up (mom=0.86%, rsi=91.7)",
2024-02-08T15:00:00+00:00,BTC-USD,sell,45436.859375,0.07916831638649102,take_profit,62.84665465896671
2024-02-08T17:00:00+00:00,BTC-USD,buy,45032.3125,0.07897116858605353,"Trend up (mom=1.73%, rsi=63.5)",
2024-02-09T02:00:00+00:00,BTC-USD,sell,46273.94140625,0.07897116858605353,take_profit,98.052885676786
2024-02-09T04:00:00+00:00,BTC-USD,buy,45930.96875,0.07817137660457583,"Trend up (mom=2.12%, rsi=66.0)",
2024-02-09T08:00:00+00:00,BTC-USD,sell,46629.98828125,0.07817137660457583,take_profit,54.643319031297814
2024-02-09T10:00:00+00:00,BTC-USD,buy,46778.9375,0.07716217164457947,"Trend up (mom=2.49%, rsi=74.1)",
2024-02-09T13:00:00+00:00,BTC-USD,sell,47462.2890625,0.07716217164457947,take_profit,52.72889055921658
2024-02-09T15:00:00+00:00,BTC-USD,buy,47146.9140625,0.07695038902934648,"Trend up (mom=2.87%, rsi=74.2)",
2024-02-10T07:00:00+00:00,BTC-USD,sell,47209.80078125,0.07695038902934648,rsi_exit,4.839157472591597
2024-02-10T13:00:00+00:00,BTC-USD,buy,47341.5234375,0.07666975175158906,"Trend up (mom=2.37%, rsi=57.3)",
2024-02-10T17:00:00+00:00,BTC-USD,sell,47221.96875,0.07666975175158906,rsi_exit,-9.166228211363808
2024-02-10T19:00:00+00:00,BTC-USD,buy,47578.41015625,0.07622076227770903,"Trend up (mom=2.13%, rsi=57.5)",
2024-02-11T03:00:00+00:00,BTC-USD,sell,48490.69140625,0.07622076227770903,take_profit,69.53477228666125
2024-02-11T05:00:00+00:00,BTC-USD,buy,48251.45703125,0.07566070005059229,"Trend up (mom=2.17%, rsi=69.1)",
2024-02-11T17:00:00+00:00,BTC-USD,sell,48305.9921875,0.07566070005059229,rsi_exit,4.126168099243434
2024-02-12T00:00:00+00:00,BTC-USD,buy,48605.1484375,0.07513976776718073,"Trend up (mom=1.75%, rsi=62.1)",
2024-02-12T02:00:00+00:00,BTC-USD,sell,48138.65625,0.07513976776718073,stop_loss,-35.05211463395413
2024-02-12T15:00:00+00:00,BTC-USD,buy,49940.51953125,0.0728855452551679,"Trend up (mom=1.35%, rsi=72.9)",
2024-02-13T10:00:00+00:00,BTC-USD,sell,49890.8046875,0.0728855452551679,rsi_exit,-3.623493493994226
2024-02-14T04:00:00+00:00,BTC-USD,buy,49400.64453125,0.0736564670101351,"Trend up (mom=1.13%, rsi=64.7)",
2024-02-14T08:00:00+00:00,BTC-USD,sell,50686.1640625,0.0736564670101351,take_profit,94.68682694439997
2024-02-14T10:00:00+00:00,BTC-USD,buy,51318.1171875,0.07154850341132053,"Trend up (mom=1.52%, rsi=78.1)",
2024-02-15T00:00:00+00:00,BTC-USD,sell,52360.2421875,0.07154850341132053,take_profit,74.56248411752242
2024-02-15T02:00:00+00:00,BTC-USD,buy,52122.54296875,0.07094370111866782,"Trend up (mom=2.47%, rsi=60.8)",
2024-02-15T17:00:00+00:00,BTC-USD,sell,51978.45703125,0.07094370111866782,rsi_exit,-10.221989685403052
2024-02-16T10:00:00+00:00,BTC-USD,buy,52276.03515625,0.0706671297226208,"Trend up (mom=1.43%, rsi=61.1)",
2024-02-16T17:00:00+00:00,BTC-USD,sell,52009.875,0.0706671297226208,rsi_exit,-18.808774288711774
2024-02-16T21:00:00+00:00,BTC-USD,buy,52021.515625,0.07088664565311686,"Trend up (mom=1.06%, rsi=55.9)",
2024-02-17T00:00:00+00:00,BTC-USD,sell,52034.51953125,0.07088664565311686,rsi_exit,0.9218032944501017
2024-02-26T19:00:00+00:00,BTC-USD,buy,54454.1171875,0.06772587197261928,"Trend up (mom=0.90%, rsi=83.8)",
2024-02-27T01:00:00+00:00,BTC-USD,sell,55676.3984375,0.06772587197261928,take_profit,82.78006345203306
2024-02-27T03:00:00+00:00,BTC-USD,buy,55613.6796875,0.0668334334207118,"Trend up (mom=2.38%, rsi=85.9)",
2024-02-27T12:00:00+00:00,BTC-USD,sell,56843.22265625,0.0668334334207118,take_profit,82.17457813985745
2024-02-27T14:00:00+00:00,BTC-USD,buy,57046.890625,0.06565725699039184,"Trend up (mom=3.60%, rsi=75.3)",
2024-02-28T08:00:00+00:00,BTC-USD,sell,59352.5703125,0.06565725699039184,take_profit,151.38460377971384
2024-02-28T10:00:00+00:00,BTC-USD,buy,59284.90234375,0.0640701824224803,"Trend up (mom=3.81%, rsi=84.5)",
2024-02-28T14:00:00+00:00,BTC-USD,sell,61146.53125,0.0640701824224803,take_profit,119.27490362639999
2024-02-28T16:00:00+00:00,BTC-USD,buy,62513.48828125,0.06142732495609786,"Trend up (mom=4.69%, rsi=90.5)",
2024-02-28T18:00:00+00:00,BTC-USD,sell,61200.0625,0.06142732495609786,stop_loss,-80.68023227056045
2024-02-28T20:00:00+00:00,BTC-USD,buy,60384.125,0.06312700354108136,"Trend up (mom=4.88%, rsi=68.8)",
2024-02-28T23:00:00+00:00,BTC-USD,sell,62492.953125,0.06312700354108136,take_profit,133.12400051440696
2024-02-29T01:00:00+00:00,BTC-USD,buy,61353.40234375,0.06288723431770264,"Trend up (mom=4.99%, rsi=62.4)",
2024-02-29T18:00:00+00:00,BTC-USD,sell,60828.640625,0.06288723431770264,rsi_exit,-33.00081316799162
2024-03-01T08:00:00+00:00,BTC-USD,buy,61944.65234375,0.06210099233643611,"Trend up (mom=2.79%, rsi=62.5)",
2024-03-02T08:00:00+00:00,BTC-USD,sell,62026.6015625,0.06210099233643611,rsi_exit,5.089127805570676
2024-03-03T04:00:00+00:00,BTC-USD,buy,62048.54296875,0.062025648598482634,"Trend up (mom=0.93%, rsi=56.3)",
2024-03-03T08:00:00+00:00,BTC-USD,sell,61635.96484375,0.062025648598482634,rsi_exit,-25.590425800670843
2024-03-03T18:00:00+00:00,BTC-USD,buy,62871.80078125,0.061071367721424755,"Trend up (mom=0.84%, rsi=66.7)",
2024-03-04T01:00:00+00:00,BTC-USD,sell,63561.00390625,0.061071367721424755,take_profit,42.09057748163007
2024-03-04T03:00:00+00:00,BTC-USD,buy,63450.8984375,0.060745581742703794,"Trend up (mom=1.20%, rsi=70.2)",
2024-03-04T07:00:00+00:00,BTC-USD,sell,64076.93359375,0.060745581742703794,take_profit,38.028869757790716
2024-03-04T09:00:00+00:00,BTC-USD,buy,65380.68359375,0.05915567648189999,"Trend up (mom=1.66%, rsi=85.3)",
2024-03-04T15:00:00+00:00,BTC-USD,sell,66475.5078125,0.05915567648189999,take_profit,64.7650672889239
2024-03-04T17:00:00+00:00,BTC-USD,buy,67169.515625,0.05791689332216451,"Trend up (mom=2.56%, rsi=89.0)",
2024-03-04T23:00:00+00:00,BTC-USD,sell,68357.734375,0.05791689332216451,take_profit,68.81793858714566
2024-03-05T01:00:00+00:00,BTC-USD,buy,68684.6953125,0.05698905288805236,"Trend up (mom=3.52%, rsi=80.7)",
