timestamp,symbol,side,price,size,reason,realized_pnl
2024-01-08T22:00:00+00:00,ETH-USD,buy,2339.4443359375,1.4923415557998008,"Trend up (mom=0.93%, rsi=78.5)",
2024-01-09T08:00:00+00:00,ETH-USD,sell,2293.185791015625,1.4923415557998008,"stop_loss,rsi_exit",-69.03354889774592
2024-01-10T00:00:00+00:00,ETH-USD,buy,2396.759521484375,1.4465984722963696,"Trend up (mom=0.95%, rsi=69.0)",
2024-01-10T19:00:00+00:00,ETH-USD,sell,2478.56591796875,1.4465984722963696,take_profit,118.34100817836797
2024-01-10T21:00:00+00:00,ETH-USD,buy,2526.7724609375,1.3885161885212305,"Trend up (mom=2.85%, rsi=71.1)",
2024-01-11T03:00:00+00:00,ETH-USD,sell,2611.547607421875,1.3885161885212305,take_profit,117.71166327781337
2024-01-11T05:00:00+00:00,ETH-USD,buy,2599.0791015625,1.3656993159728419,"Trend up (mom=4.51%, rsi=71.6)",
2024-01-11T14:00:00+00:00,ETH-USD,sell,2685.71240234375,1.3656993159728419,take_profit,118.3150396174226
2024-01-12T06:00:00+00:00,ETH-USD,buy,2617.767578125,1.3717288423067866,"Trend up (mom=3.80%, rsi=58.7)",
2024-01-12T14:00:00+00:00,ETH-USD,sell,2707.519287109375,1.3717288423067866,take_profit,123.11500786019234
2024-01-13T11:00:00+00:00,ETH-USD,buy,2541.661376953125,1.4297143787285298,"Trend up (mom=0.85%, rsi=58.0)",
2024-01-14T05:00:00+00:00,ETH-USD,sell,2552.36767578125,1.4297143787285298,rsi_exit,15.306949377534721
2024-01-30T16:00:00+00:00,ETH-USD,buy,2367.007080078125,1.537466400425872,"Trend up (mom=0.92%, rsi=73.6)",
2024-01-31T00:00:00+00:00,ETH-USD,sell,2339.640625,1.537466400425872,stop_loss,-42.07500518138117
2024-01-31T02:00:00+00:00,ETH-USD,buy,2338.206298828125,1.550121741106791,"Trend up (mom=1.32%, rsi=62.0)",
2024-01-31T06:00:00+00:00,ETH-USD,sell,2331.209716796875,1.550121741106791,rsi_exit,-10.845553920077737
